cityName,urbanStatus,stateCode,stateName,districtCode,districtName
Kushtagi,T.P.,29,Karnataka,7,Koppal
Kusmara,N.P.,9,Uttar Pradesh,18,Mainpuri
Kustai,C.T.,20,Jharkhand,12,Dhanbad
Kuthalam,T.P.,33,Tamil Nadu,19,Nagapattinam
Kutiyana,M,24,Gujarat,11,Porbandar
Kuzhithurai,M,33,Tamil Nadu,30,Kanniyakumari
Kwakta,N.P.,14,Manipur,4,Bishnupur
Kyathampalle,C.T.,28,Andhra Pradesh,1,Adilabad
Kymore,N.P.,23,Madhya Pradesh,38,Katni
L.B. Nagar,M,28,Andhra Pradesh,6,Rangareddi
Labbaikudikadu,T.P.,33,Tamil Nadu,16,Perambalur
Lachhmangarh,M,8,Rajasthan,13,Sikar
Ladnu,M,8,Rajasthan,14,Nagaur
Ladrawan,C.T.,6,Haryana,15,Jhajjar
Ladwa,M.C.,6,Haryana,4,Kurukshetra
Lahar,N.P.,23,Madhya Pradesh,3,Bhind
Laharpur,M.B.,9,Uttar Pradesh,24,Sitapur
Lakarka,C.T.,20,Jharkhand,12,Dhanbad
Lakhenpur,N.A.C.,1,Jammu & Kashmir,14,Kathua
Lakheri,M,8,Rajasthan,23,Bundi
Lakhimpur,M.B.,9,Uttar Pradesh,23,Kheri
Lakhipur,T.C.,18,Assam,3,Goalpara
Lakhipur,T.C.,18,Assam,21,Cachar
Lakhisarai,M,10,Bihar,25,Lakhisarai
Lakhna,N.P.,9,Uttar Pradesh,31,Etawah
Lakhnadon,N.P.,23,Madhya Pradesh,44,Seoni
Lakkampatti,T.P.,33,Tamil Nadu,10,Erode
Laksar,N.P.,5,Uttaranchal,13,Hardwar
Lakshmeshwar,T.M.C,29,Karnataka,8,Gadag
Lal Gopalganj Nindaura,N.P.,9,Uttar Pradesh,45,Allahabad 
Lala,T.C.,18,Assam,23,Hailakandi
Lalganj,M,10,Bihar,18,Vaishali
Lalganj,N.P.,9,Uttar Pradesh,28,Rae Bareli
Lalgudi,T.P.,33,Tamil Nadu,15,Tiruchirappalli
Lalitpur,M.B.,9,Uttar Pradesh,37,Lalitpur
Lalkuan,N.P.,5,Uttaranchal,11,Nainital
Lalpet,T.P.,33,Tamil Nadu,18,Cuddalore
Lalsot,M,8,Rajasthan,11,Dausa
Lamai,N.P.,14,Manipur,7,Imphal East
Lambha,C.T.,24,Gujarat,7,Ahmadabad
Lamjaotongba,C.T.,14,Manipur,6,Imphal West
Lamshang,N.P.,14,Manipur,6,Imphal West
Landaura,N.P.,5,Uttaranchal,13,Hardwar
Landour,C.B.,5,Uttaranchal,5,Dehradun
Lanja,C.T.,27,Maharashtra,32,Ratnagiri
Lanka,T.C.,18,Assam,10,Nagaon
Lansdowne,C.B.,5,Uttaranchal,6,Garhwal
Lapanga,C.T.,20,Jharkhand,4,Hazaribag
Lar,N.P.,9,Uttar Pradesh,60,Deoria
Lasalgaon,C.T.,27,Maharashtra,20,Nashik
Latehar,N.A.,20,Jharkhand,2,Palamu
Lateri,N.P.,23,Madhya Pradesh,31,Vidisha
Lathi,M,24,Gujarat,13,Amreli
Lattikata,C.T.,21,Orissa,5,Sundargarh
Latur,M.Cl.,27,Maharashtra,28,Latur
Laundi,N.P.,23,Madhya Pradesh,9,Chhatarpur
Lauthaha,N.A.,10,Bihar,2,Purba Champaran
Lawar NP,N.P.,9,Uttar Pradesh,7,Meerut
Ledwa Mahua,C.T.,9,Uttar Pradesh,56,Sant Kabir Nagar
Leh,N.A.C.,1,Jammu & Kashmir,7,Leh (Ladakh)
Lehragaga,M.Cl.,3,Punjab,16,Sangrur
Lengpui,C.T.,15,Mizoram,1,Mamit
Libas Pur,C.T.,7,Delhi *,1,North West
Lidhorakhas,N.P.,23,Madhya Pradesh,8,Tikamgarh
Lido Tikok,C.T.,18,Assam,14,Tinsukia
Lido Town,C.T.,18,Assam,14,Tinsukia
Lilong (Imphal West),N.P.,14,Manipur,6,Imphal West
Lilong (Thoubal),N.P.,14,Manipur,5 & 7,Thoubal & Imphal West
Limbdi,M,24,Gujarat,8,Surendranagar
Limla,C.T.,24,Gujarat,22,Surat
Lingiyadih,C.T.,22,Chhattisgarh,7,Bilaspur
Lingsugur,T.P.,29,Karnataka,6,Raichur
Llayangudi,T.P.,33,Tamil Nadu,23,Sivaganga
Lodhian Khas,N.P.,3,Punjab,4,Jalandhar
Lodhikheda,N.P.,23,Madhya Pradesh,43,Chhindwara
Loha,M.Cl.,27,Maharashtra,15,Nanded
Lohaghat,N.P.,5,Uttaranchal,10,Champawat
Loharda,N.P.,23,Madhya Pradesh,23,Dewas
Lohardaga,M,20,Jharkhand,15,Lohardaga
Loharu,M.C.,6,Haryana,13,Bhiwani
Lohta,C.T.,9,Uttar Pradesh,67,Varanasi
Lonar,M.Cl.,27,Maharashtra,4,Buldana
Lonavala,M.Cl.,27,Maharashtra,25,Pune
Londa,C.T.,29,Karnataka,1,Belgaum
Longowal,M.Cl.,3,Punjab,16,Sangrur
Loni,N.P.,9,Uttar Pradesh,9,Ghaziabad
Lormi,N.P.,22,Chhattisgarh,7,Bilaspur
Losal,M,8,Rajasthan,13,Sikar
Loyabad,C.T.,20,Jharkhand,12,Dhanbad
Lucknow,M.Corp.,9,Uttar Pradesh,27,Lucknow
Lucknow,C.B.,9,Uttar Pradesh,27,Lucknow
Ludhiana,M.Corp.,3,Punjab,9,Ludhiana
Lumding,M.B.,18,Assam,10,Nagaon
Lumding Rly Colony,C.T.,18,Assam,10,Nagaon
Lunawada,M,24,Gujarat,17,Panch Mahals
Lunglei,C.T.,15,Mizoram,6,Lunglei
Machalpur,N.P.,23,Madhya Pradesh,30,Rajgarh
Macherla,M,28,Andhra Pradesh,17,Guntur
Machhiwara,N.P.,3,Punjab,9,Ludhiana
Machhlishahr,N.P.,9,Uttar Pradesh,64,Jaunpur
Machilipatnam,M,28,Andhra Pradesh,16,Krishna
Madambakkam,T.P.,33,Tamil Nadu,3,Kancheepuram
Madanapalle,M,28,Andhra Pradesh,23,Chittoor
Madanpur,C.T.,19,West Bengal,10,Nadia 
Madanrting,C.T.,17,Meghalaya,6,East Khasi Hills
Madaram,C.T.,28,Andhra Pradesh,1,Adilabad
Madathukulam,T.P.,33,Tamil Nadu,12,Coimbatore
Madavaram,M,33,Tamil Nadu,1,Thiruvallur
Maddur,T.M.C,29,Karnataka,22,Mandya
Madhavnagar,C.T.,27,Maharashtra,35,Sangli
Madhepura,M,10,Bihar,11,Madhepura
Madhoganj,N.P.,9,Uttar Pradesh,25,Hardoi
Madhogarh,N.P.,9,Uttar Pradesh,35,Jalaun 
Madhubani,M,10,Bihar,5,Madhubani
Madhugiri,T.M.C,29,Karnataka,18,Tumkur
Madhupur,M,20,Jharkhand,7,Deoghar
Madhusudanpur,C.T.,19,West Bengal,12,Hugli 
Madhyamgram,M,19,West Bengal,11,North Twentyfour Parganas
Madikeri,T.M.C,29,Karnataka,25,Kodagu
Madippakkam,C.T.,33,Tamil Nadu,3,Kancheepuram
Madukkarai,T.P.,33,Tamil Nadu,12,Coimbatore
Madukkur,T.P.,33,Tamil Nadu,21,Thanjavur
Madurai,M.Corp.,33,Tamil Nadu,24,Madurai
Maduranthakam,M,33,Tamil Nadu,3,Kancheepuram
Maduravoyal,T.P,33,Tamil Nadu,1,Thiruvallur
Magadi,T.M.C,29,Karnataka,21,Bangalore Rural
Magam,N.A.C.,1,Jammu & Kashmir,4,Badgam
Maghar,N.P.,9,Uttar Pradesh,56,Sant Kabir Nagar
Mahabaleshwar,M.Cl.,27,Maharashtra,31,Satara
Mahaban,N.P.,9,Uttar Pradesh,14,Mathura
Mahad,M.Cl.,27,Maharashtra,24,Raigarh
Mahadevapura,C.M.C,29,Karnataka,20,Bangalore
Mahadula,C.T.,27,Maharashtra,9,Nagpur
Mahalingpur,T.M.C,29,Karnataka,2,Bagalkot
Maham,M.C.,6,Haryana,14,Rohtak
Maharajganj,N.A.,10,Bihar,16,Siwan
Maharajpur,N.P.,23,Madhya Pradesh,9,Chhatarpur
Mahasamund,M,22,Chhattisgarh,12,Mahasamund
Mahbubnagar,0,28,Andhra Pradesh,7,Mahbubnagar
Mahe,M,34,Pondicherry *,3,Mahe
Mahemdavad,M,24,Gujarat,16,Kheda
Mahendragarh,M.C,6,Haryana,16,Mahendragarh
Mahesana,M,24,Gujarat,4,Mahesana
Maheshtala,M,19,West Bengal,18,South Twentyfour Parganas
Maheshwar,N.P.,23,Madhya Pradesh,27,West Nimar
Mahiari,C.T.,19,West Bengal,16,Haora 
Mahidpur,M,23,Madhya Pradesh,21,Ujjain
Mahilpur,N.P.,3,Punjab,5,Hoshiarpur
Mahira,C.T.,19,West Bengal,9,Barddhaman 
Mahmudabad,M.B.,9,Uttar Pradesh,24,Sitapur
Mahnar Bazar,M,10,Bihar,18,Vaishali
Mahoba,M.B.,9,Uttar Pradesh,39,Mahoba
Maholi,N.P.,9,Uttar Pradesh,24,Sitapur
Mahona,N.P.,9,Uttar Pradesh,27,Lucknow
Mahrajganj,N.P.,9,Uttar Pradesh,28,Rae Bareli
Mahrajganj,M.B.,9,Uttar Pradesh,57,Maharajganj
Mahrajganj,N.P.,9,Uttar Pradesh,61,Azamgarh
Mahroni,N.P.,9,Uttar Pradesh,37,Lalitpur
Mahu Kalan,C.T.,8,Rajasthan,10,Sawai Madhopur
Mahua Dabra Haripura,N.P,5,Uttaranchal,12,Udham Singh Nagar
Mahua Kheraganj,N.P,5,Uttaranchal,12,Udham Singh Nagar
Mahudha,M,24,Gujarat,16,Kheda
Mahur,T.C.,18,Assam,20,North Cachar Hills
Mahuva,M,24,Gujarat,14,Bhavnagar
Mahuvar,C.T.,24,Gujarat,24,Navsari
Mahwa,C.T.,8,Rajasthan,11,Dausa
Maibong,T.C.,18,Assam,20,North Cachar Hills
Maihar,M,23,Madhya Pradesh,13,Satna
Mailani,N.P.,9,Uttar Pradesh,23,Kheri
Mainaguri,C.T.,19,West Bengal,2,Jalpaiguri 
Maindargi,M.Cl.,27,Maharashtra,30,Solapur
Mainpuri,M.B.,9,Uttar Pradesh,18,Mainpuri
Mairang,T.C.,17,Meghalaya,4,West Khasi Hills
Mairwa,N.A.,10,Bihar,16,Siwan
Maithon,C.T.,20,Jharkhand,12,Dhanbad
Majgaon,C.T.,18,Assam,11,Sonitpur
Majhara Pipar Ehatmali,C.T.,9,Uttar Pradesh,26,Unnao
Majhauli Raj,N.P.,9,Uttar Pradesh,60,Deoria
Majholi,N.P.,23,Madhya Pradesh,39,Jabalpur
Majitha,M.Cl.,3,Punjab,2,Amritsar
Makarba,C.T.,24,Gujarat,7,Ahmadabad
Makardaha,C.T.,19,West Bengal,16,Haora 
Makhdumpur,N.A.,10,Bihar,33,Jehanabad 
Makhu,N.P.,3,Punjab,11,Firozpur
Makrana,M,8,Rajasthan,14,Nagaur
Makronia,C.T.,23,Madhya Pradesh,11,Sagar
Maksi,N.P.,23,Madhya Pradesh,22,Shajapur
Maktampur,C.T.,24,Gujarat,21,Bharuch
Makum,T.C.,18,Assam,14,Tinsukia
Makundapur,C.T.,21,Orissa,19,Ganjam
Mal,M,19,West Bengal,2,Jalpaiguri 
Malaj Khand,M,23,Madhya Pradesh,45,Balaghat
Malappuram,M,32,Kerala,5,Malappuram
Malavalli,T.M.C,29,Karnataka,22,Mandya
Malegaon,M.Cl.,27,Maharashtra,20,Nashik
Malerkotla,M.Cl.,3,Punjab,16,Sangrur
Malhargarh,N.P.,23,Madhya Pradesh,19,Mandsaur
Malihabad,N.P.,9,Uttar Pradesh,27,Lucknow
Malkajgiri,M,28,Andhra Pradesh,6,Rangareddi
Malkangiri,N.A.C.,21,Orissa,30,Malkangiri
Malkapur,M.Cl.,27,Maharashtra,4,Buldana
Malkapur,C.T.,27,Maharashtra,5,Akola
Malkapur,M.Cl.,27,Maharashtra,34,Kolhapur
Malkera,C.T.,20,Jharkhand,12,Dhanbad
Mallamooppampatti,C.T.,33,Tamil Nadu,8,Salem
Mallankinaru,T.P.,33,Tamil Nadu,26,Virudhunagar
Mallar,C.T.,29,Karnataka,16,Udupi
Mallasamudram,T.P.,33,Tamil Nadu,9,Namakkal
Mallawan,M.B.,9,Uttar Pradesh,25,Hardoi
Mallur,T.P.,33,Tamil Nadu,8,Salem
Maloud,N.P.,3,Punjab,9,Ludhiana
Malout,M.Cl.,3,Punjab,12,Muktsar
Malpur,C.T.,24,Gujarat,5,Sabar Kantha
Malpura,M,8,Rajasthan,22,Tonk
Malur,T.M.C,29,Karnataka,19,Kolar
Malwan,M.Cl.,27,Maharashtra,33,Sindhudurg
Mamallapuram,T.P.,33,Tamil Nadu,3,Kancheepuram
Mamit,C.T.,15,Mizoram,1,Mamit
Mamsapuram,T.P.,33,Tamil Nadu,26,Virudhunagar
Manachanallur,T.P.,33,Tamil Nadu,15,Tiruchirappalli
Manadur,C.T.,27,Maharashtra,35,Sangli
Manali,T.P,33,Tamil Nadu,1,Thiruvallur
Manali,N.P.,2,Himachal Pradesh,4,Kullu
Manalmedu,T.P.,33,Tamil Nadu,19,Nagapattinam
Manalurpet,T.P.,33,Tamil Nadu,7,Viluppuram
Manamadurai,T.P.,33,Tamil Nadu,23,Sivaganga
Manapakkam,C.T.,33,Tamil Nadu,3,Kancheepuram
Manapparai,M,33,Tamil Nadu,15,Tiruchirappalli
Manasa,N.P.,23,Madhya Pradesh,18,Neemuch
Manavadar,M,24,Gujarat,12,Junagadh
Manavalakurichi,T.P.,33,Tamil Nadu,30,Kanniyakumari
Manawar,M,23,Madhya Pradesh,25,Dhar
Manchar,C.T.,27,Maharashtra,25,Pune
Mancherial,M,28,Andhra Pradesh,1,Adilabad
Mandaikadu,T.P.,33,Tamil Nadu,30,Kanniyakumari
Mandalgarh,M,8,Rajasthan,24,Bhilwara
Mandamarri,M,28,Andhra Pradesh,1,Adilabad
Mandapam,T.P.,33,Tamil Nadu,27,Ramanathapuram
Mandapeta,M,28,Andhra Pradesh,14,East Godavari
Mandarbani,C.T.,19,West Bengal,9,Barddhaman 
Mandav,N.P.,23,Madhya Pradesh,25,Dhar
Mandawa,M,8,Rajasthan,5,Jhunjhunun
Mandawar,N.P.,9,Uttar Pradesh,3,Bijnor
Mandawar,C.T.,8,Rajasthan,11,Dausa
Mandi,M.Cl.,2,Himachal Pradesh,5,Mandi
Mandi Dabwali,M.C.,6,Haryana,11,Sirsa
Mandideep,M,23,Madhya Pradesh,34,Raisen
Mandla,M,23,Madhya Pradesh,42,Mandla
Mandleshwar,N.P.,23,Madhya Pradesh,27,West Nimar
Mandsaur,M,23,Madhya Pradesh,19,Mandsaur
Mandvi,M,24,Gujarat,1,Kachchh
Mandya,C.M.C,29,Karnataka,22,Mandya
Manegaon,C.T.,23,Madhya Pradesh,39,Jabalpur
Manendragarh,M,22,Chhattisgarh,1,Koriya
Maner,N.A.,10,Bihar,28,Patna
Mangadu,T.P,33,Tamil Nadu,3,Kancheepuram
Mangalagiri,M,28,Andhra Pradesh,17,Guntur
Mangalam,C.T.,33,Tamil Nadu,12,Coimbatore
Mangalampet,T.P.,33,Tamil Nadu,18,Cuddalore
Mangaldoi,M.B.,18,Assam,8,Darrang
Mangalore,M.Corp.,29,Karnataka,24,Dakshina Kannada
Mangalvedhe,M.Cl.,27,Maharashtra,30,Solapur
Mangan,N.T.A,11,Sikkim,1,North 
Mangawan,N.P.,23,Madhya Pradesh,14,Rewa
Manglaur,M.B.,5,Uttaranchal,13,Hardwar
Manglaya Sadak,C.T.,23,Madhya Pradesh,26,Indore
Mango,N.A.,20,Jharkhand,18,Purbi Singhbhum
Mangrol,M,24,Gujarat,12,Junagadh
Mangrol,M,8,Rajasthan,31,Baran
Mangrulpir,M.Cl.,27,Maharashtra,6,Washim
Manihari,N.A.,10,Bihar,10,Katihar
Manikpur,C.T.,19,West Bengal,16,Haora 
Manikpur,N.P.,9,Uttar Pradesh,43,Pratapgarh
Manikpur Sarhat,N.P.,9,Uttar Pradesh,41,Chitrakoot
Manimutharu,T.P.,33,Tamil Nadu,29,Tirunelveli
Maniyar,N.P.,9,Uttar Pradesh,63,Ballia
Manjeri,M,32,Kerala,5,Malappuram
Manjeshwar,C.T.,32,Kerala,1,Kasaragod
Manjhanpur,N.P.,9,Uttar Pradesh,44,Kaushambi
Manjlegaon,M.Cl.,27,Maharashtra,27,Bid
Mankachar,C.T.,18,Assam,2,Dhubri
Mankapur,N.P.,9,Uttar Pradesh,53,Gonda
Manmad,M.Cl.,27,Maharashtra,20,Nashik
Mannargudi,M,33,Tamil Nadu,20,Thiruvarur
Manohar Thana,C.T.,8,Rajasthan,32,Jhalawar
Manor,C.T.,27,Maharashtra,21,Thane
Manpur,N.P.,23,Madhya Pradesh,26,Indore
Mansa,M,24,Gujarat,6,Gandhinagar
Mansa,M.Cl.,3,Punjab,15,Mansa
Mansar,C.T.,27,Maharashtra,9,Nagpur
Mansinhapur,C.T.,19,West Bengal,16,Haora 
Mant Khas,C.T.,2,Himachal Pradesh,2,Kangra
Manugur,C.T.,28,Andhra Pradesh,10,Khammam
Manvi,T.M.C,29,Karnataka,6,Raichur
Manwath,M.Cl.,27,Maharashtra,17,Parbhani
Mappilaiurani,C.T.,33,Tamil Nadu,28,Toothukudi
Mapusa,M.Cl.,30,Goa,1,North Goa 
Maradu,C.T.,32,Kerala,8,Ernakulam
Maraimalainagar,T.P.,33,Tamil Nadu,3,Kancheepuram
Marakkanam,T.P.,33,Tamil Nadu,7,Viluppuram
Maramangalathupatti,C.T.,33,Tamil Nadu,8,Salem
Marandahalli,T.P.,33,Tamil Nadu,5,Dharmapuri
Marathakkara,C.T.,32,Kerala,7,Thrissur
Marehra,M.B.,9,Uttar Pradesh,17,Etah
Margao,M.Cl.,30,Goa,2,South Goa
Margherita,C.T.,18,Assam,14,Tinsukia
Marhaura,N.A.,10,Bihar,17,Saran
Mariahu,N.P.,9,Uttar Pradesh,64,Jaunpur
Mariani,T.C.,18,Assam,17,Jorhat
Marigaon,T.C.,18,Assam,9,Marigaon
Markapur,M,28,Andhra Pradesh,18,Prakasam
Markayankottai,T.P.,33,Tamil Nadu,25,Theni
Marma,C.T.,20,Jharkhand,12,Dhanbad
Maruadih Rly. Settlement,ITS,9,Uttar Pradesh,67,Varanasi
Marudur,T.P.,33,Tamil Nadu,14,Kapur
Marungur,T.P.,33,Tamil Nadu,30,Kanniyakumari
Marwar Junction,C.T.,8,Rajasthan,20,Pali
Masaurhi,N.A.,10,Bihar,28,Patna
Maslandapur,C.T.,19,West Bengal,11,North Twentyfour Parganas
Maswasi,N.P.,9,Uttar Pradesh,5,Rampur
Mataundh,N.P.,9,Uttar Pradesh,40,Banda
Mathabhanga,M,19,West Bengal,3,Koch Bihar 
Matheran,M.Cl.,27,Maharashtra,24,Raigarh
Mathigiri,T.P.,33,Tamil Nadu,5,Dharmapuri
Mathura,M.B.,9,Uttar Pradesh,14,Mathura
Mathura,C.B.,9,Uttar Pradesh,14,Mathura
Mattan,N.A.C.,1,Jammu & Kashmir,6,Anantnag
Mattannur,M,32,Kerala,2,Kannur
Mau,N.P.,23,Madhya Pradesh,3,Bhind
Mau Aima,N.P.,9,Uttar Pradesh,45,Allahabad 
Maudaha,M.B.,9,Uttar Pradesh,38,Hamirpur
Mauganj,N.P.,23,Madhya Pradesh,14,Rewa
Maunath Bhanjan,M.B.,9,Uttar Pradesh,62,Mau
Maur,M.Cl.,3,Punjab,14,Bathinda
Mauranipur,M.B.,9,Uttar Pradesh,36,Jhansi
Maurawan,N.P.,9,Uttar Pradesh,26,Unnao
Mavelikkara,M,32,Kerala,11,Alappuzha
Mavilayi,C.T.,32,Kerala,2,Kannur
Mavoor,C.T.,32,Kerala,4,Kozhikode
Mawana,M.B.,9,Uttar Pradesh,7,Meerut
Mawlai,C.T.,17,Meghalaya,6,East Khasi Hills
Mayang Imphal,N.P.,14,Manipur,6,Imphal West
Mayiladuthurai,M,33,Tamil Nadu,19,Nagapattinam
Mecheri,T.P.,33,Tamil Nadu,8,Salem
Medak,M,28,Andhra Pradesh,4,Medak
Medinipur,M,19,West Bengal,15,Medinipur 
Meenambakkam,T.P,33,Tamil Nadu,3,Kancheepuram
Meerpet,C,28,Andhra Pradesh,6,Rangareddi
Meerut,M.Corp.,9,Uttar Pradesh,7,Meerut
Meerut,C.B.,9,Uttar Pradesh,7,Meerut
Meghahatuburu Forest village,C.T.,20,Jharkhand,17,Pashchimi Singhbhum
Meghnagar,C.T.,23,Madhya Pradesh,24,Jhabua
Meghraj,C.T.,24,Gujarat,5,Sabar Kantha
Mehara Gaon,C.T.,23,Madhya Pradesh,37,Hoshangabad
Mehatpur Basdehra,N.P.,2,Himachal Pradesh,7,Una
Mehdawal,N.P.,9,Uttar Pradesh,56,Sant Kabir Nagar
Mehgaon,N.P.,23,Madhya Pradesh,3,Bhind
Mehkar,M.Cl.,27,Maharashtra,4,Buldana
Mehmand,C.T.,22,Chhattisgarh,7,Bilaspur
Mehnagar,N.P.,9,Uttar Pradesh,61,Azamgarh
Mekliganj,M,19,West Bengal,3,Koch Bihar 
Melacheval,T.P.,33,Tamil Nadu,29,Tirunelveli
Melachokkanathapuram,T.P.,33,Tamil Nadu,25,Theni
Melagaram,T.P.,33,Tamil Nadu,29,Tirunelveli
Melamadai,T.P.,33,Tamil Nadu,24,Madurai
Melamaiyur,C.T.,33,Tamil Nadu,3,Kancheepuram
Melathiruppanthuruthi,T.P.,33,Tamil Nadu,21,Thanjavur
Melattur,T.P.,33,Tamil Nadu,21,Thanjavur
Melpattampakkam,T.P.,33,Tamil Nadu,18,Cuddalore
Melur,M ,33,Tamil Nadu,24,Madurai
Melvisharam,T.P.,33,Tamil Nadu,4,Vellore
Memari,M,19,West Bengal,9,Barddhaman 
Memnagar,M,24,Gujarat,7,Ahmadabad
Mendu,N.P.,9,Uttar Pradesh,13,Hathras
Mera,C.T.,20,Jharkhand,12,Dhanbad
Merta City,M,8,Rajasthan,14,Nagaur
Meru,C.T.,20,Jharkhand,4,Hazaribag
Methala,C.T.,32,Kerala,7,Thrissur
Mettupalayam,M,33,Tamil Nadu,12,Coimbatore
Mettupalayam,T.P.,33,Tamil Nadu,15,Tiruchirappalli
Mettur,M,33,Tamil Nadu,8,Salem
Mhasla,C.T.,27,Maharashtra,24,Raigarh
Mhaswad,M.Cl.,27,Maharashtra,31,Satara
Mhow Cantt.,C.B.,23,Madhya Pradesh,26,Indore
Mhowgaon,N.P.,23,Madhya Pradesh,26,Indore
Mihijam,N.A.,20,Jharkhand,11,Dumka
Mihona,N.P.,23,Madhya Pradesh,3,Bhind
Milak,M.B.,9,Uttar Pradesh,5,Rampur
Minicoy,C.T.,31,Lakshadweep *,1,Lakshadweep
Minjur,T.P,33,Tamil Nadu,1,Thiruvallur
Mira-Bhayandar,M.Cl.,27,Maharashtra,21,Thane
Miranpur,N.P.,9,Uttar Pradesh,2,Muzaffarnagar
Mirganj,N.A.,10,Bihar,15,Gopalganj
Mirganj,N.P.,9,Uttar Pradesh,20,Bareilly
Mirik,N.A.,19,West Bengal,1,Darjiling 
Mirpur Turk,C.T.,7,Delhi *,3,North East
Miryalguda,M,28,Andhra Pradesh,8,Nalgonda
Mirzapur-cum-Vindhyachal,M.B.,9,Uttar Pradesh,69,Mirzapur
Misrikh-cum-Neemsar,M.B.,9,Uttar Pradesh,24,Sitapur
Mithapur,C.T.,24,Gujarat,10,Jamnagar
Mithe Pur,C.T.,7,Delhi *,9,South
Modak,C.T.,8,Rajasthan,30,Kota
Modakurichi,T.P.,33,Tamil Nadu,10,Erode
Modasa,M,24,Gujarat,5,Sabar Kantha
Modinagar,M.B.,9,Uttar Pradesh,9,Ghaziabad
Moga,M.Cl.,3,Punjab,10,Moga
Mogra Badshahpur,M.B.,9,Uttar Pradesh,64,Jaunpur
Mogravadi,C.T.,24,Gujarat,25,Valsad
Mohammadabad,N.P.,9,Uttar Pradesh,29,Farrukhabad
Mohammadabad,M.B.,9,Uttar Pradesh,65,Ghazipur
Mohammadi,M.B.,9,Uttar Pradesh,23,Kheri
Mohan,N.P.,9,Uttar Pradesh,26,Unnao
Mohanpur,N.P.,9,Uttar Pradesh,17,Etah
Mohanpur Mohammadpur,C.T.,5,Uttaranchal,13,Hardwar
Mohanur,T.P.,33,Tamil Nadu,9,Namakkal
Mohgaon,N.P.,23,Madhya Pradesh,43,Chhindwara
Mohiuddinagar,N.A.,10,Bihar,19,Samastipur
Mohiuddinpur,C.T.,9,Uttar Pradesh,7,Meerut
Mohpa,M.Cl.,27,Maharashtra,9,Nagpur
Mohpada Alias Wasambe,C.T.,27,Maharashtra,24,Raigarh
Moirang,M.Cl.,14,Manipur,4,Bishnupur
Mokameh,M,10,Bihar,28,Patna
Mokokchung,T.C.,13,Nagaland,3,Mokokchung
Molakalmuru,T.P.,29,Karnataka,13,Chitradurga
Molar Band,C.T.,7,Delhi *,9,South
Mon,T.C.,13,Nagaland,1,Mon
Monoharpur,C.T.,19,West Bengal,12,Hugli 
Moolakaraipatti,T.P.,33,Tamil Nadu,29,Tirunelveli
Moonak,N.P.,3,Punjab,16,Sangrur
Moovarasampettai,C.T.,33,Tamil Nadu,3,Kancheepuram
Mopperipalayam,T.P.,33,Tamil Nadu,12,Coimbatore
Moradabad,M.Corp.,9,Uttar Pradesh,4,Moradabad
Moragudi,C.T.,28,Andhra Pradesh,20,Cuddapah
Moran Town,C.T.,18,Assam,15,Dibrugarh
Moranhat,T.C.,18,Assam,16,Sibsagar
Morar Cantt.,C.B.,23,Madhya Pradesh,4,Gwalior
Moreh,S.T.,14,Manipur,9,Chandel
Morena,M,23,Madhya Pradesh,2,Morena
Morinda,M.Cl.,3,Punjab,7,Rupnagar
Mormugao,M.Cl.,30,Goa,2,South Goa
Morshi,M.Cl.,27,Maharashtra,7,Amravati
Morvi,M,24,Gujarat,9,Rajkot
Motera,C.T.,24,Gujarat,6,Gandhinagar
Moth,N.P.,9,Uttar Pradesh,36,Jhansi
Motihari,M,10,Bihar,2,Purba Champaran
Motipur,N.A.,10,Bihar,14,Muzaffarpur
Mount Abu,M,8,Rajasthan,19,Sirohi
Mowa,C.T.,22,Chhattisgarh,11,Raipur
Mowad,M.Cl.,27,Maharashtra,9,Nagpur
Mrigala,C.T.,19,West Bengal,12,Hugli 
Mubarakpur,M.B.,9,Uttar Pradesh,61,Azamgarh
Mudalgi,T.M.C,29,Karnataka,1,Belgaum
Mudbidri,T.M.C,29,Karnataka,24,Dakshina Kannada
Muddebihal,T.M.C,29,Karnataka,3,Bijapur
Mudgal,T.P.,29,Karnataka,6,Raichur
Mudhol,T.M.C,29,Karnataka,2,Bagalkot
Mudigere,T.P.,29,Karnataka,17,Chikmagalur
Mudkhed,M.Cl.,27,Maharashtra,15,Nanded
Mudukulathur,T.P.,33,Tamil Nadu,27,Ramanathapuram
Mudushedde,C.T.,29,Karnataka,24,Dakshina Kannada
Mughalsarai,M.B.,9,Uttar Pradesh,66,Chandauli
Mughalsarai Rly. Settlement,N.P.,9,Uttar Pradesh,66,Chandauli
Mugma,C.T.,20,Jharkhand,12,Dhanbad
Muhamma,C.T.,32,Kerala,11,Alappuzha
Muhammadabad,N.P.,9,Uttar Pradesh,62,Mau
Mukandgarh,M,8,Rajasthan,5,Jhunjhunun
Mukasipidariyur,C.T.,33,Tamil Nadu,10,Erode
Mukerian,M.Cl.,3,Punjab,5,Hoshiarpur
Mukhed,M.Cl.,27,Maharashtra,15,Nanded
Mukhiguda,C.T.,21,Orissa,26,Kalahandi
Mukkudal,T.P.,33,Tamil Nadu,29,Tirunelveli
Mukrampur Khema,C.T.,9,Uttar Pradesh,3,Bijnor
Muktsar,M.Cl.,3,Punjab,12,Muktsar
Mul,M.Cl.,27,Maharashtra,13,Chandrapur
