cityName,urbanStatus,stateCode,stateName,districtCode,districtName
Kachhla,N.P.,9,Uttar Pradesh,19,Budaun
Kachhwa,N.P.,9,Uttar Pradesh,69,Mirzapur
Kachnal Gosain,C.T.,5,Uttaranchal,12,Udham Singh Nagar
Kachu Pukur,C.T.,19,West Bengal,6,Maldah 
Kadachira,C.T.,32,Kerala,2,Kannur
Kadamakkudy,C.T.,32,Kerala,8,Ernakulam
Kadambur,T.P.,33,Tamil Nadu,28,Toothukudi
Kadathur,T.P.,33,Tamil Nadu,5,Dharmapuri
Kadaura,N.P.,9,Uttar Pradesh,35,Jalaun 
Kadayal,T.P.,33,Tamil Nadu,30,Kanniyakumari
Kadayampatti,T.P.,33,Tamil Nadu,8,Salem
Kadayanallur,M,33,Tamil Nadu,29,Tirunelveli
Kadi,M,24,Gujarat,4,Mahesana
Kadipur,N.P.,9,Uttar Pradesh,49,Sultanpur
Kadiri,M,28,Andhra Pradesh,22,Anantapur
Kadirur,C.T.,32,Kerala,2,Kannur
Kadodara,C.T.,24,Gujarat,22,Surat
Kadungalloor,C.T.,32,Kerala,8,Ernakulam
Kadur,T.M.C,29,Karnataka,17,Chikmagalur
Kagal,M.Cl.,27,Maharashtra,34,Kolhapur
Kaghaznagar,M,28,Andhra Pradesh,1,Adilabad
Kailaras,N.P.,23,Madhya Pradesh,2,Morena
Kailasahar,N.P.,16,Tripura,4,North Tripura 
Kailashpur,C.T.,9,Uttar Pradesh,1,Saharanpur
Kailudih,C.T.,20,Jharkhand,12,Dhanbad
Kaimganj,M.B.,9,Uttar Pradesh,29,Farrukhabad
Kairana,M.B.,9,Uttar Pradesh,2,Muzaffarnagar
Kaithal,M.Cl.,6,Haryana,5,Kaithal
Kaithoon,M,8,Rajasthan,30,Kota
Kajora,C.T.,19,West Bengal,9,Barddhaman 
Kakarhati,N.P.,23,Madhya Pradesh,10,Panna
Kakching,M.Cl.,14,Manipur,5,Thoubal
Kakching Khunou,N.P,14,Manipur,5,Thoubal
Kakdihi,C.T.,19,West Bengal,15,Medinipur 
Kakgaina,C.T.,9,Uttar Pradesh,20,Bareilly
Kakinada,M,28,Andhra Pradesh,14,East Godavari
Kakod,N.P.,9,Uttar Pradesh,10,Gautam Buddha Nagar
Kakori,N.P.,9,Uttar Pradesh,27,Lucknow
Kakrala,M.B.,9,Uttar Pradesh,19,Budaun
Kaladungi,N.P.,5,Uttaranchal,11,Nainital
Kalakkad,T.P.,33,Tamil Nadu,29,Tirunelveli
Kalamassery,M,32,Kerala,8,Ernakulam
Kalamb,M.Cl.,27,Maharashtra,29,Osmanabad
Kalambe Turf Thane,C.T.,27,Maharashtra,34,Kolhapur
Kalambur,T.P.,33,Tamil Nadu,6,Tiruvanamalai
Kalameshwar,M.Cl.,27,Maharashtra,9,Nagpur
Kalamnuri,M.Cl.,27,Maharashtra,16,Hingoli
Kalan Wali,M.C.,6,Haryana,11,Sirsa
Kalanaur,N.P.,3,Punjab,1,Gurdaspur
Kalanaur,M.C.,6,Haryana,14,Rohtak
Kalapatti,T.P.,33,Tamil Nadu,12,Coimbatore
Kalappanaickenpatti,T.P.,33,Tamil Nadu,9,Namakkal
Kalara,C.T.,19,West Bengal,16,Haora 
Kalavad,M,24,Gujarat,10,Jamnagar
Kalavai,T.P.,33,Tamil Nadu,4,Vellore
Kalayat,M.C.,6,Haryana,5,Kaithal
Kalghatgi,T.P.,29,Karnataka,9,Dharwad
Kali,M,24,Gujarat,7,Ahmadabad
Kali Chhapar,C.T.,23,Madhya Pradesh,43,Chhindwara
Kaliaganj,M,19,West Bengal,4,Uttar Dinajpur
Kalikapur,C.T.,20,Jharkhand,17,Pashchimi Singhbhum
Kalimpong,M,19,West Bengal,1,Darjiling 
Kalinagar,N.P.,9,Uttar Pradesh,21,Pilibhit
Kalinjur,T.P.,33,Tamil Nadu,4,Vellore
Kaliyakkavilai,T.P.,33,Tamil Nadu,30,Kanniyakumari
Kalka,M.C.,6,Haryana,1,Panchkula
Kalladaikurichi,T.P.,33,Tamil Nadu,29,Tirunelveli
Kallakkurichi,T.P.,33,Tamil Nadu,7,Viluppuram
Kallakudi,T.P.,33,Tamil Nadu,15,Tiruchirappalli
Kalliasseri,C.T.,32,Kerala,2,Kannur
Kallukuttam,T.P.,33,Tamil Nadu,30,Kanniyakumari
Kallur,C.T.,28,Andhra Pradesh,21,Kurnool
Kalna,M,19,West Bengal,9,Barddhaman 
Kalol,M,24,Gujarat,6,Gandhinagar
Kalol,M,24,Gujarat,17,Panch Mahals
Kalol INA,I.N.A,24,Gujarat,6,Gandhinagar
Kalol INA,I.N.A.,24,Gujarat,17,Panch Mahals
Kalpetta,M,32,Kerala,3,Wayanad
Kalpi,M.B.,9,Uttar Pradesh,35,Jalaun 
Kalugumalai,T.P.,33,Tamil Nadu,28,Toothukudi
Kalundre,C.T.,27,Maharashtra,24,Raigarh
Kalyan-Dombivali,M.Corp.,27,Maharashtra,21,Thane
Kalyandurg,C.T.,28,Andhra Pradesh,22,Anantapur
Kalyani,M,19,West Bengal,10,Nadia 
Kamakshyanagar,N.A.C.,21,Orissa,14,Dhenkanal
Kamalapuram,T.P.,29,Karnataka,12,Bellary
Kamalganj,N.P.,9,Uttar Pradesh,29,Farrukhabad
Kamalpur,N.P.,16,Tripura,3,Dhalai
Kaman,M,8,Rajasthan,7,Bharatpur
Kamareddy,M,28,Andhra Pradesh,2,Nizamabad
Kamarhati,M,19,West Bengal,11,North Twentyfour Parganas
Kamayagoundanpatti,T.P.,33,Tamil Nadu,25,Theni
Kambainallur,T.P.,33,Tamil Nadu,5,Dharmapuri
Kambam,M ,33,Tamil Nadu,25,Theni
Kampil,N.P.,9,Uttar Pradesh,29,Farrukhabad
Kampli,T.M.C,29,Karnataka,12,Bellary
Kamptee,M.Cl.,27,Maharashtra,9,Nagpur
Kamptee,C.T.,27,Maharashtra,9,Nagpur
Kampur Town,C.T.,18,Assam,10,Nagaon
Kamuthi,T.P.,33,Tamil Nadu,27,Ramanathapuram
Kanad,N.P.,23,Madhya Pradesh,22,Shajapur
Kanadukathan,T.P.,33,Tamil Nadu,23,Sivaganga
Kanaipur,C.T.,19,West Bengal,12,Hugli 
Kanakapura,T.M.C,29,Karnataka,21,Bangalore Rural
Kanakkampalayam,C.T.,33,Tamil Nadu,12,Coimbatore
Kanakpur Part-II,C.T.,18,Assam,21,Cachar
Kanam,T.P.,33,Tamil Nadu,28,Toothukudi
Kanapaka,C.T.,28,Andhra Pradesh,12,Vizianagaram
Kanchanpur,C.T.,16,Tripura,3,Dhalai
Kancheepuram,M,33,Tamil Nadu,3,Kancheepuram
Kanchrapara,M,19,West Bengal,11,North Twentyfour Parganas
Kandanur,T.P.,33,Tamil Nadu,23,Sivaganga
Kandari,C.T.,27,Maharashtra,3,Jalgaon
Kandhar,M.Cl.,27,Maharashtra,15,Nanded
Kandhla,M.B.,9,Uttar Pradesh,2,Muzaffarnagar
Kandi,M,19,West Bengal,7,Murshidabad 
Kandla,C.T.,24,Gujarat,1,Kachchh
Kandra,C.T.,20,Jharkhand,17,Pashchimi Singhbhum
Kandri,C.T.,27,Maharashtra,9,Nagpur
Kandri,C.T.,27,Maharashtra,9,Nagpur
Kandukur,M,28,Andhra Pradesh,18,Prakasam
Kandwa,C.T.,9,Uttar Pradesh,67,Varanasi
Kangayampalayam,C.T.,33,Tamil Nadu,12,Coimbatore
Kangeyam,T.P.,33,Tamil Nadu,10,Erode
Kangeyanallur,C.T.,33,Tamil Nadu,4,Vellore
Kangra,M.Cl.,2,Himachal Pradesh,2,Kangra
Kangrali (BK),C.T.,29,Karnataka,1,Belgaum
Kangrali (KH),C.T.,29,Karnataka,1,Belgaum
Kanhan (Pipri),C.T.,27,Maharashtra,9,Nagpur
Kanhangad,M,32,Kerala,1,Kasaragod
Kanhirode,C.T.,32,Kerala,2,Kannur
Kanina,M.C,6,Haryana,16,Mahendragarh
Kaniyur,T.P.,33,Tamil Nadu,12,Coimbatore
Kanjhawala,C.T.,7,Delhi *,1,North West
Kanjikkuzhi,C.T.,32,Kerala,11,Alappuzha
Kanjikoil,T.P.,33,Tamil Nadu,10,Erode
Kankavli,C.T.,27,Maharashtra,33,Sindhudurg
Kanke,C.T.,20,Jharkhand,14,Ranchi
Kanker,M,22,Chhattisgarh,14,Kanker
Kankuria,C.T.,19,West Bengal,7,Murshidabad 
Kannad,M.Cl.,27,Maharashtra,19,Aurangabad
Kannadendal,C.T.,33,Tamil Nadu,24,Madurai
Kannadiparamba,C.T.,32,Kerala,2,Kannur
Kannamangalam,T.P.,33,Tamil Nadu,6,Tiruvanamalai
Kannampalayam,T.P.,33,Tamil Nadu,12,Coimbatore
Kannankurichi,T.P.,33,Tamil Nadu,8,Salem
Kannapuram,C.T.,32,Kerala,2,Kannur
Kannauj,M.B.,9,Uttar Pradesh,30,Kannauj
Kannivadi,T.P.,33,Tamil Nadu,10,Erode
Kannivadi,T.P.,33,Tamil Nadu,13,Dindigul
Kanniyakumari,T.P.,33,Tamil Nadu,30,Kanniyakumari
Kannod,N.P.,23,Madhya Pradesh,23,Dewas
Kannur,M,32,Kerala,2,Kannur
Kannur,C.T.,29,Karnataka,24,Dakshina Kannada
Kannur Cantonment,C.B.,32,Kerala,2,Kannur
Kanodar,C.T.,24,Gujarat,2,Banas Kantha
Kanor,M,8,Rajasthan,26,Udaipur
Kanpur,M.Corp.,9,Uttar Pradesh,34,Kanpur Nagar
Kanpur,C.B.,9,Uttar Pradesh,34,Kanpur Nagar
Kansepur,C.T.,6,Haryana,3,Yamunanagar
Kantabamsuguda,C.T.,28,Andhra Pradesh,13,Visakhapatnam
Kantabanji,N.A.C.,21,Orissa,24,Balangir
Kantaphod,N.P.,23,Madhya Pradesh,23,Dewas
Kanth,N.P.,9,Uttar Pradesh,4,Moradabad
Kanth,N.P.,9,Uttar Pradesh,22,Shahjahanpur
Kanti,N.A.,10,Bihar,14,Muzaffarpur
Kantilo,C.T.,21,Orissa,16,Nayagarh
Kantlia,C.T.,19,West Bengal,16,Haora 
Kanuru,C.T.,28,Andhra Pradesh,16,Krishna
Kanyanagar,C.T.,19,West Bengal,18,South Twentyfour Parganas
Kapadvanj,M,24,Gujarat,16,Kheda
Kapas Hera,C.T.,7,Delhi *,8,South West
Kapasan,M,8,Rajasthan,29,Chittaurgarh
Kappiyarai,T.P.,33,Tamil Nadu,30,Kanniyakumari
Kapra,M,28,Andhra Pradesh,6,Rangareddi
Kaprain,M,8,Rajasthan,23,Bundi
Kaptanganj,N.P.,9,Uttar Pradesh,59,Kushinagar
Kapurthala,M.Cl.,3,Punjab,3,Kapurthala
Karachiya,C.T.,24,Gujarat,19,Vadodara
Karad,M.Cl.,27,Maharashtra,31,Satara
Karaikal,M,34,Pondicherry *,4,Karaikal
Karaikkudi,M,33,Tamil Nadu,23,Sivaganga
Karamadai,T.P.,33,Tamil Nadu,12,Coimbatore
Karambakkam,C.T.,33,Tamil Nadu,1,Thiruvallur
